method,id,time
asym,0,1
asym,0,1
asym,6,1
asym,6,1
asym,2,1
asym,2,1
asym,7,31
asym,7,1
asym,5,1
asym,5,255
asym,1,63
asym,1,15
asym,9,1
asym,9,511
asym,3,511
asym,3,1
asym,6,1
asym,6,1
asym,9,1
asym,9,1
asym,2,127
asym,2,1
asym,0,511
asym,0,1
asym,4,511
asym,4,511
asym,8,1023
asym,8,1
asym,3,127
asym,3,255
asym,5,511
asym,5,1
asym,2,127
asym,2,1
asym,4,127
asym,4,1
asym,9,511
asym,9,1
asym,7,511
asym,7,511
asym,1,511
asym,1,255
asym,3,1
asym,3,255
asym,8,255
asym,8,127
asym,5,511
asym,5,1
asym,1,1
asym,1,1
asym,6,1023
asym,6,127
asym,4,127
asym,4,1
asym,7,127
asym,7,1
asym,9,511
asym,9,1
asym,5,1
asym,5,1
asym,2,1023
asym,2,127
asym,8,511
asym,8,1
asym,1,1
asym,1,1
asym,3,511
asym,3,1
asym,6,255
asym,6,255
asym,1,1
asym,1,1
asym,9,511
asym,9,1
asym,2,511
asym,2,1
asym,6,1
asym,6,1
asym,8,127
asym,8,1
asym,4,511
asym,4,1023
asym,1,1
asym,1,127
asym,9,255
asym,9,1
asym,3,1
asym,3,255
asym,6,1
asym,6,1
asym,8,1
asym,8,1
asym,1,1
asym,1,1
asym,7,2047
asym,7,63
asym,9,255
asym,9,1
asym,2,511
asym,2,63
asym,4,1
asym,4,511
asym,6,1
asym,6,1
asym,8,127
asym,8,1
asym,0,4095
asym,0,511
asym,3,255
asym,3,511
asym,7,63
asym,7,255
asym,9,1
asym,9,63
asym,4,1
asym,4,127
asym,1,1023
asym,1,1
asym,8,1
asym,8,1
asym,6,511
asym,6,1
asym,0,127
asym,0,1
asym,3,1
asym,3,255
asym,7,127
asym,7,1
asym,6,15
asym,6,1
asym,1,127
asym,1,1
asym,9,1
asym,9,255
asym,7,15
asym,7,1
asym,5,4095
asym,5,255
asym,0,1
asym,0,255
asym,8,511
asym,8,1
asym,3,1
asym,3,1
asym,6,1
asym,6,1
asym,9,127
asym,9,1
asym,1,127
asym,1,1
asym,0,1
asym,0,63
asym,7,255
asym,7,1
asym,4,511
asym,4,511
asym,3,1
asym,3,255
asym,1,255
asym,1,1
asym,6,255
asym,6,1
asym,9,1
asym,9,511
asym,1,1
asym,1,1
asym,6,1
