method,id,time
asym,9,255
asym,9,1
asym,4,1
asym,4,1
asym,7,1
asym,7,1
asym,2,1
asym,2,127
asym,0,255
asym,0,1
asym,3,1
asym,3,15
asym,1,127
asym,1,1
asym,8,255
asym,8,511
asym,3,1
asym,3,1
asym,7,1
asym,7,1
asym,0,255
asym,0,1
asym,9,1023
asym,9,127
asym,1,1
asym,1,1
asym,3,1
asym,3,1
asym,3,1
asym,3,1
asym,0,127
asym,0,255
asym,9,1
asym,9,1
asym,3,1
asym,3,1
asym,0,1
asym,0,255
asym,5,8191
asym,5,1
asym,9,1
asym,9,1
asym,5,1
asym,5,1
asym,3,1
asym,3,1
asym,0,1
asym,0,1
asym,5,1
asym,5,1
asym,3,1
asym,3,1
asym,5,1
asym,5,1
asym,3,1
asym,3,1
asym,8,4095
asym,8,1
asym,3,1
asym,3,1
asym,5,1
asym,5,1
asym,3,1
asym,3,1
asym,8,1
asym,8,1
asym,5,1
asym,5,1
asym,8,1
asym,8,1
asym,8,1
asym,8,1
asym,8,1
asym,8,1
asym,6,16383
asym,6,1
asym,6,1
asym,6,1
asym,6,1
asym,6,1
asym,6,1
asym,6,1
asym,6,1
asym,6,1
asym,6,1
asym,6,1
asym,6,1
asym,6,1
conductor,5,4
conductor,5,2
conductor,3,2
conductor,3,3
conductor,8,2
conductor,8,4
conductor,2,3
conductor,2,2
conductor,4,300
conductor,4,2
conductor,1,396
conductor,1,3
conductor,7,282
conductor,7,525
conductor,6,1035
conductor,6,1030
conductor,0,554
conductor,0,268
conductor,3,428
conductor,3,2
conductor,5,466
conductor,5,2
conductor,9,573
conductor,9,1032
conductor,2,550
conductor,2,1033
conductor,8,635
conductor,8,1034
conductor,1,836
conductor,1,517
conductor,4,1055
conductor,4,3
conductor,0,1131
conductor,0,68
conductor,3,1085
conductor,3,2
conductor,7,874
conductor,7,2061
conductor,9,1055
conductor,9,3
conductor,2,980
conductor,2,2
conductor,8,1072
conductor,8,2
conductor,1,703
conductor,1,2
conductor,6,578
conductor,6,4106
conductor,0,876
conductor,0,2
conductor,5,1055
conductor,5,2065
conductor,7,915
conductor,7,2
conductor,9,893
conductor,9,2
conductor,4,803
conductor,4,2066
conductor,8,1016
conductor,8,2
conductor,6,1143
conductor,6,3
conductor,3,616
conductor,3,4112
conductor,5,1636
conductor,5,2
conductor,2,798
conductor,2,4123
conductor,4,1564
conductor,4,2
conductor,7,1859
conductor,7,2
conductor,1,859
conductor,1,8216
conductor,6,3270
conductor,6,2
conductor,3,2940
conductor,3,3
conductor,0,989
conductor,0,8221
conductor,5,3106
conductor,5,3
conductor,2,3013
conductor,2,2
conductor,4,2724
conductor,4,1038
conductor,1,1452
conductor,1,2
conductor,9,1964
conductor,9,8212
conductor,3,1182
conductor,3,2
conductor,0,1227
conductor,0,2
conductor,8,1275
conductor,8,16412
conductor,2,4444
conductor,2,2
conductor,7,3051
conductor,7,16415
conductor,1,7342
conductor,1,2
conductor,9,7514
conductor,9,2
conductor,6,1096
conductor,6,16408
conductor,0,7309
conductor,0,2
conductor,5,1240
conductor,5,16405
conductor,8,4480
conductor,8,3
conductor,7,1424
conductor,7,2
conductor,4,4408
conductor,4,16410
conductor,6,4521
conductor,6,3
conductor,9,5038
conductor,9,2
conductor,3,7725
conductor,3,16408
conductor,5,7099
conductor,5,2
conductor,2,4323
conductor,2,16407
conductor,8,7226
conductor,8,2
conductor,7,7063
conductor,7,3
conductor,4,4202
conductor,4,2
conductor,6,4085
conductor,6,3
conductor,1,1573
conductor,1,16402
conductor,3,1163
conductor,3,2
conductor,5,805
conductor,5,2
conductor,2,599
conductor,2,3
conductor,0,4836
conductor,0,16413
conductor,4,3751
conductor,4,3
conductor,1,4175
conductor,1,2
conductor,9,4180
conductor,9,16400
conductor,3,8122
conductor,3,2
conductor,8,765
conductor,8,32791
conductor,2,15438
conductor,2,2
conductor,7,675
conductor,7,32797
conductor,0,12812
conductor,0,2
conductor,1,12713
conductor,1,2
conductor,9,9393
conductor,9,2
conductor,6,4377
conductor,6,32799
conductor,8,4076
conductor,8,3
conductor,5,8462
conductor,5,32802
conductor,0,8032
conductor,0,2
conductor,7,8074
conductor,7,3
conductor,4,12754
conductor,4,32786
conductor,9,15218
conductor,9,2
conductor,6,12930
conductor,6,2
conductor,8,12867
conductor,8,2
conductor,3,9591
conductor,3,32791
conductor,5,8944
conductor,5,2
conductor,7,8496
conductor,7,2
conductor,4,1273
conductor,4,3
conductor,2,3990
conductor,2,32803
conductor,6,3245
conductor,6,2
conductor,1,7764
conductor,1,32796
conductor,5,7527
conductor,5,2
conductor,0,9001
conductor,0,16408
conductor,3,7887
conductor,3,3
conductor,4,7663
conductor,4,3
conductor,9,1416
conductor,9,16400
conductor,2,6071
conductor,2,2
conductor,1,1497
conductor,1,3
conductor,8,2791
conductor,8,16407
conductor,3,3088
conductor,3,3
conductor,0,2754
conductor,0,3
conductor,2,2760
conductor,2,2
conductor,7,7657
conductor,7,8223
conductor,9,2994
conductor,9,3
conductor,1,2835
conductor,1,3
conductor,8,1384
conductor,8,2
conductor,6,5910
conductor,6,8211
conductor,0,1026
conductor,0,3
conductor,9,801
conductor,9,2
conductor,5,1657
conductor,5,8221
conductor,7,848
conductor,7,3
conductor,4,3059
conductor,4,4110
conductor,6,1490
conductor,6,3
conductor,8,1610
conductor,8,3
conductor,3,1182
conductor,3,4114
conductor,2,999
conductor,2,4105
conductor,5,1695
conductor,5,2
conductor,7,1564
conductor,7,3
conductor,1,934
conductor,1,4117
conductor,4,1337
conductor,4,2
conductor,6,1325
conductor,6,2
conductor,3,1239
conductor,3,3
conductor,2,855
conductor,2,2
conductor,0,1667
conductor,0,4108
conductor,5,763
conductor,5,3
conductor,1,1062
conductor,1,2
conductor,4,1321
conductor,4,2
conductor,3,1350
conductor,3,2
conductor,2,1483
conductor,2,3
conductor,9,1650
conductor,9,8217
conductor,0,1944
conductor,0,3
conductor,8,1441
conductor,8,8214
conductor,1,2851
conductor,1,2
conductor,7,788
conductor,7,8212
conductor,6,1655
conductor,6,8211
conductor,5,1698
conductor,5,8215
conductor,9,4431
conductor,9,3
conductor,0,4557
conductor,0,2
conductor,8,3732
conductor,8,2
conductor,4,2863
conductor,4,8216
conductor,7,3439
conductor,7,2
conductor,3,2338
conductor,3,8217
conductor,6,1945
conductor,6,3
conductor,9,1131
conductor,9,3
conductor,5,1942
conductor,5,263
conductor,8,967
conductor,8,3
conductor,4,1190
conductor,4,3
conductor,2,4013
conductor,2,8219
conductor,7,1337
conductor,7,3
conductor,6,1189
conductor,6,2
conductor,3,1308
conductor,3,2
conductor,5,962
conductor,5,2
conductor,1,3746
conductor,1,8216
conductor,0,1335
conductor,0,8220
conductor,4,3160
conductor,4,3
conductor,2,3269
conductor,2,3
conductor,9,909
conductor,9,8212
conductor,3,4049
conductor,3,3
conductor,8,972
conductor,8,16416
conductor,1,6342
conductor,1,2
conductor,0,5613
conductor,0,3
conductor,2,5696
conductor,2,3
conductor,7,1908
conductor,7,16406
conductor,9,5174
conductor,9,3
conductor,6,3322
conductor,6,16404
conductor,8,2949
conductor,8,2
conductor,1,2615
conductor,1,3
conductor,0,2933
conductor,0,3
conductor,5,4213
conductor,5,16413
conductor,7,3040
conductor,7,2
conductor,9,3126
conductor,9,3
conductor,4,5691
conductor,4,8214
conductor,8,1791
conductor,8,2
conductor,6,1832
conductor,6,2
conductor,3,5209
conductor,3,8221
conductor,5,1174
conductor,5,2
conductor,2,2872
conductor,2,4108
conductor,7,1347
conductor,7,2
conductor,4,1384
conductor,4,3
conductor,1,1340
conductor,1,4115
conductor,6,1782
conductor,6,3
conductor,0,1206
conductor,0,4108
conductor,3,1445
conductor,3,3
conductor,5,1470
conductor,5,3
conductor,2,1291
conductor,2,2
conductor,9,1034
conductor,9,4115
conductor,4,1303
conductor,4,2
conductor,1,931
conductor,1,2
conductor,8,1322
conductor,8,4109
conductor,0,764
conductor,0,262
conductor,9,2
conductor,9,1037
conductor,7,1270
conductor,7,4109
conductor,6,937
conductor,6,4116
atompick,4,1
atompick,1,1
atompick,8,1
atompick,6,1
atompick,2,1
atompick,9,255
atompick,5,127
atompick,7,127
atompick,8,31
atompick,1,1
atompick,0,1023
atompick,4,511
atompick,2,255
atompick,5,63
atompick,7,15
atompick,9,511
atompick,4,1
atompick,0,63
atompick,8,1
atompick,5,1
atompick,7,127
atompick,3,2047
atompick,9,1
atompick,1,1023
atompick,8,63
atompick,4,511
atompick,6,2047
atompick,9,127
atompick,1,1
atompick,7,1
atompick,5,511
atompick,3,511
atompick,0,1023
atompick,9,31
atompick,1,1
atompick,7,1
atompick,4,511
atompick,1,1
atompick,9,1
atompick,6,1023
atompick,3,255
atompick,0,511
atompick,9,127
atompick,4,127
atompick,1,1
atompick,7,511
atompick,9,1
atompick,3,63
atompick,6,511
atompick,4,1
atompick,1,1
atompick,7,127
atompick,3,255
atompick,9,1
atompick,5,2047
atompick,7,1
atompick,9,1
atompick,4,511
atompick,1,1
atompick,6,1023
atompick,8,4095
atompick,0,2047
atompick,3,511
atompick,5,511
atompick,8,1
atompick,1,255
atompick,6,255
atompick,4,511
atompick,0,511
atompick,3,255
atompick,5,127
atompick,8,1
atompick,1,255
atompick,3,1
atompick,7,2047
atompick,0,255
atompick,8,255
atompick,4,511
atompick,1,1
atompick,6,1023
atompick,7,1
atompick,5,511
atompick,0,1
atompick,3,511
atompick,8,31
atompick,1,127
atompick,4,127
atompick,0,1
atompick,8,1
atompick,3,1
atompick,5,1
atompick,7,511
atompick,4,511
atompick,1,511
atompick,8,1
atompick,0,1
atompick,6,2047
atompick,1,255
atompick,3,511
atompick,4,1
atompick,8,1
atompick,0,511
atompick,6,1
atompick,1,255
atompick,4,1
atompick,8,1
atompick,0,63
atompick,6,1
atompick,3,1023
atompick,4,1
atompick,8,1
atompick,1,511
atompick,6,1
atompick,0,1
atompick,3,255
atompick,8,1
atompick,1,255
atompick,3,1
atompick,0,1
atompick,4,255
atompick,6,1
atompick,3,255
atompick,8,1
atompick,5,4095
atompick,1,511
atompick,6,127
atompick,1,1
atompick,4,511
atompick,0,127
atompick,8,1
atompick,3,1
atompick,5,511
atompick,0,1
atompick,4,511
atompick,8,1
atompick,6,511
atompick,0,1
atompick,5,127
atompick,3,511
atompick,8,1
atompick,0,1
atompick,6,1
atompick,4,255
atompick,2,16383
atompick,5,127
atompick,8,1
atompick,0,1
atompick,3,511
atompick,6,511
atompick,2,255
atompick,0,1
atompick,4,511
atompick,5,255
atompick,3,255
atompick,2,63
atompick,7,8191
atompick,3,63
atompick,5,1
atompick,2,255
atompick,7,1
atompick,6,1023
atompick,2,1
atompick,5,511
atompick,7,511
atompick,2,1
atompick,6,127
atompick,7,255
atompick,2,1
atompick,5,511
atompick,2,1
atompick,6,511
atompick,9,16383
atompick,2,1
atompick,7,255
atompick,5,255
atompick,9,1
atompick,2,1
atompick,7,1
atompick,5,1
atompick,9,1
atompick,6,1023
atompick,2,1
atompick,7,511
atompick,5,511
atompick,2,1
atompick,9,1
atompick,7,1
atompick,2,1
atompick,9,1
atompick,2,1
atompick,7,1
atompick,2,1
atompick,9,1
atompick,2,1
atompick,9,1
atompick,9,1
atompick,2,1
atompick,2,1
atompick,9,1
atompick,9,1
