method,id,time
asym,8,1
asym,8,1
asym,10,1
asym,10,1
asym,5,1
asym,5,1
asym,0,1
asym,0,1
asym,13,1
asym,13,1
asym,17,1
asym,17,1
asym,15,1
asym,15,1
asym,3,1
asym,3,1
asym,11,1
asym,11,1
asym,1,1
asym,1,1
asym,12,1
asym,12,1
asym,4,255
asym,4,1
asym,19,1
asym,19,511
asym,14,127
asym,14,1
asym,16,255
asym,16,1
asym,10,1
asym,10,1
asym,7,1
asym,7,511
asym,2,255
asym,2,255
asym,5,63
asym,5,1
asym,0,1
asym,0,1
asym,15,63
asym,15,1
asym,17,255
asym,17,1
asym,12,1
asym,12,1
asym,9,511
asym,9,511
asym,1,1
asym,1,63
asym,6,511
asym,6,511
asym,4,31
asym,4,1
asym,18,1023
asym,18,255
asym,11,511
asym,11,255
asym,16,1
asym,16,63
asym,9,1
asym,9,1
asym,14,511
asym,14,1
asym,0,31
asym,0,1
asym,2,1
asym,2,511
asym,5,255
asym,5,255
asym,7,1023
asym,7,1
asym,18,1
asym,18,1
asym,10,511
asym,10,1
asym,13,1023
asym,13,511
asym,17,511
asym,17,63
asym,15,511
asym,15,1
asym,1,511
asym,1,1
asym,9,1
asym,9,255
asym,4,255
asym,4,1
asym,6,63
asym,6,1
asym,11,1
asym,11,1
asym,13,1
asym,13,1
asym,8,2047
asym,8,1
asym,0,127
asym,0,1
asym,16,511
asym,16,1
asym,2,1
asym,2,255
asym,18,1
asym,18,511
asym,14,511
asym,14,31
asym,10,255
asym,10,1
asym,4,1
asym,4,1
asym,17,1
asym,17,1
asym,19,2047
asym,19,127
asym,10,1
asym,10,1
asym,1,127
asym,1,1
asym,13,1
asym,13,255
asym,7,255
asym,7,511
asym,15,511
asym,15,1
asym,11,1
asym,11,1
asym,17,1
asym,17,1
asym,9,511
asym,9,255
asym,2,1
asym,2,255
asym,5,1023
asym,5,1
asym,15,1
asym,15,1
asym,0,1
asym,0,255
asym,2,1
asym,2,1
asym,14,127
asym,14,1
asym,10,1
asym,10,1
asym,16,511
asym,16,1
asym,19,1
asym,19,1
asym,8,511
asym,8,1
asym,12,2047
asym,12,511
asym,4,63
asym,4,1
asym,14,1
asym,14,1
asym,6,511
asym,6,511
asym,9,255
asym,9,15
asym,11,31
asym,11,1
asym,7,255
asym,7,1
asym,1,1
